Year,Acres,Latitude,Longitude
2017,1,32.51897362,-89.61551901
2017,1,31.50987744,-90.9039175
2017,2,33.10348887,-83.64777277
2017,1,33.37612506,-83.52744118
2017,2,34.36054652,-87.27586774
2017,1,34.26106381,-87.45489824
2017,2,32.79053263,-87.10390381
2017,2,34.14663565,-87.24921239
2017,2,32.26141835,-89.56698651
2017,1,33.20782738,-83.59624846
2017,2,33.19004023,-83.54880443
2017,2,32.38562864,-89.51547832
2017,2,32.883798,-87.04332715
2017,1,32.43721804,-89.52781152
2017,1,33.29941237,-83.51524581
2017,2,34.31390255,-87.31442786
2017,1,32.86814308,-87.4963608
2017,1,33.31392478,-83.52003814
2017,1,31.25006282,-90.73079684
2017,1,33.91654539,-88.91380986
2017,1,34.40927121,-87.54230744
2017,2,33.27225512,-83.49309852
2017,1,32.81262196,-87.28704135
2017,1,32.38635064,-89.63699068
2017,1,32.26699471,-89.49317388
2017,1,33.17031996,-83.61946
2017,2,33.19287025,-83.49583207
2017,1,32.90869782,-87.02647791
2017,2,33.94107509,-84.87052946
2017,1,32.34352506,-89.44879855
2017,1,32.43146404,-89.50238553
2017,1,34.40982053,-87.38403975
2017,1,32.38059105,-89.57487751
2017,1,32.75992374,-87.16165744
2017,1,33.18768187,-83.72932822
2017,1,33.42431416,-89.09438419
2017,1,32.06152512,-89.56055453
2017,1,31.57490407,-90.80772889
2017,1,33.36619185,-83.42702564
2017,1,33.2886773,-83.44505884
2017,2,33.2707076,-83.49185202
2017,2,32.80590494,-86.96942038
2017,1,32.25732242,-89.35323111
2017,2,33.04437347,-83.71664253
2017,1,33.75339952,-83.23849772
2017,1,32.1488741,-89.57064953
2017,2,33.37627693,-86.01907462
2017,1,32.75401741,-87.08911502
2017,1,34.16328298,-87.20859575
2017,1,31.35849501,-91.08285953
2017,2,33.91756757,-88.94922761
2017,1,32.40568205,-89.66283449
2017,1,34.25861008,-87.41842786
2017,1,33.04456337,-89.11457135
2017,1,32.37343305,-89.54913252
2017,1,32.85558918,-87.42621567
2017,1,32.1340571,-89.44309256
2017,1,32.13492513,-89.58972756
2017,1,33.36486052,-83.41995935
2017,2,33.21598985,-83.49616849
2017,2,32.36772454,-89.58139135
2017,1,33.35670677,-83.51822003
2017,2,32.93769219,-87.38287998
2017,1,33.24018247,-83.46056073
2017,1,32.22732009,-89.59476351
2017,1,34.15845036,-87.21262452
2017,1,32.85086162,-87.4974941
2017,1,32.45082204,-89.6181495
2017,1,33.39687986,-85.89523744
2017,1,32.37726705,-89.54053952
2017,1,32.78635785,-87.30664484
2017,1,33.90052299,-88.90038903
2017,1,32.24809531,-89.40137019
2017,2,33.28806066,-83.51906346
2017,1,33.16235595,-83.55230019
2017,2,32.27624337,-89.58434101
2017,1,32.94085243,-87.46832951
2017,1,32.40987605,-89.54471652
2017,1,33.3372308,-83.47573752
2017,1,34.37473222,-87.41580427
2017,1,32.64776769,-87.06344479
2017,1,31.15498603,-91.23830054
2017,1,33.2263283,-83.46873132
2017,2,33.18832062,-83.49451347
2017,2,34.26713282,-87.2025935
2017,1,33.39462637,-83.42000201
2017,1,32.80834253,-87.05670108
2017,1,33.93187973,-88.94262874
2017,1,32.52952855,-89.5993414
2017,2,33.28151062,-83.51351235
2017,2,33.15696918,-83.48171561
2017,1,34.00549585,-87.2606316
2017,1,34.21147312,-87.36211379
2017,1,32.35050005,-89.44024255
2017,1,33.45278964,-85.91902131
2017,1,33.91410148,-88.8694098
2017,1,34.27055067,-87.47307761
2017,1,32.35503306,-89.56999752
2017,1,32.85856463,-87.44000137
2017,2,33.27041575,-83.49257157
2017,1,33.90019491,-88.85927879
2017,1,32.1500271,-89.60078152
2017,1,31.57279466,-90.80734839
2017,1,33.16763111,-83.58990204
2017,1,33.20812176,-83.59579884
2017,2,32.27626243,-89.58415186
2017,1,33.18900796,-83.72978526
2017,2,32.9061568,-87.39790655
2017,1,32.26449411,-89.38827834
2017,1,33.14396183,-83.61660429
2017,1,34.28737998,-87.16753992
2017,1,32.8559382,-87.42488655
2017,1,34.29633032,-87.35071116
2017,1,31.3590636,-91.08547679
2017,1,33.42694492,-89.07049216
2017,1,32.50726803,-89.64474849
2017,1,33.3689794,-85.9663594
2017,1,32.28467913,-89.32128607
2017,1,32.39100405,-89.56103352
2017,1,32.83210814,-87.05917941
2017,1,32.37179314,-89.64481161
2017,1,33.05482984,-83.68577467
2017,2,33.24490315,-83.48283355
2017,2,32.24926379,-89.61902803
2017,1,33.42528595,-89.07224082
2017,1,33.39326511,-85.94365842
2017,1,32.36814106,-89.57010351
2017,1,32.79009282,-87.08301462
2017,1,33.34939045,-83.47098609
2017,1,33.99562522,-88.96247513
2017,1,32.11352611,-89.59522352
2017,1,31.44560769,-90.95984914
2017,2,33.14313444,-83.55679069
2017,2,33.19601282,-83.48299488
2017,1,33.35291826,-83.47848007
2017,1,32.87194107,-87.04078578
2017,1,32.34542706,-89.51539853
2017,2,32.277368,-89.60067948
2017,1,33.31206809,-83.51550447
2017,2,34.39643591,-87.53881063
2017,1,33.04326232,-87.32788121
2017,1,33.84438517,-85.53271192
2017,1,31.36024478,-91.04653116
2017,1,32.43835705,-89.67228948
2017,1,34.25365124,-87.26827394
2017,1,32.18449015,-89.83274871
2017,1,32.38006805,-89.55932452
2017,1,32.83975138,-87.37218397
2017,1,33.92503123,-88.9556182
2017,1,32.07449459,-89.04952384
2017,1,33.61411977,-83.27804731
2017,1,33.22031438,-83.53890065
2017,1,32.23889644,-89.52639291
2017,1,31.38013667,-91.10973681
2017,1,33.40075679,-83.38565046
2017,2,32.96714212,-87.39743322
2017,1,32.41981104,-89.53333952
2017,1,32.41615205,-89.58613951
2017,1,33.19287994,-83.44341138
2017,2,34.29481075,-87.37881647
2017,1,32.84288685,-87.13890301
2017,1,33.34966265,-83.47050401
2017,2,31.25147464,-90.74047651
2017,1,33.29657564,-83.46083532
2017,1,34.20999482,-87.36168559
2017,1,33.36100251,-83.51069471
2017,1,32.37527905,-89.54068252
2017,1,32.83127829,-87.22910931
2017,1,32.26468578,-89.3899244
2017,1,33.39399277,-83.40439723
2017,1,33.16438798,-83.50142755
2017,1,32.5200902,-89.59058308
2017,2,32.8661877,-87.30362503
2017,1,32.39584105,-89.53923252
2017,1,33.34964938,-83.5078531
2017,1,34.32367454,-87.21569297
2017,1,32.41605605,-89.58597951
2017,1,32.83107256,-87.16951173
2017,1,33.35636244,-83.51820515
2017,1,33.92443962,-88.86955025
2017,1,32.24786408,-89.51941954
2017,1,31.27872396,-90.74722578
2017,2,33.14548776,-83.53896577
2017,1,33.39513595,-83.40473613
2017,1,34.26040454,-87.19832173
2017,1,33.3426907,-83.42635895
2017,1,31.79516431,-91.93367663
2017,1,33.62255272,-89.10370786
2017,1,32.13218556,-89.58093046
2017,1,33.14331288,-83.61682707
2017,1,33.20729596,-83.75151111
2017,2,34.37043731,-87.42118159
2017,1,34.26533093,-87.19575366
2017,1,32.34320206,-89.43264255
2017,1,33.84122591,-85.57407244
2017,1,33.43798077,-85.90062612
2017,1,32.34579006,-89.57505352
2017,1,32.91337408,-87.417207
2017,1,33.34282799,-83.4921597
2017,1,33.88494023,-88.89569783
2017,1,32.20938609,-89.60292351
2017,2,31.37696357,-91.00984984
2017,1,33.39340096,-83.41218043
2017,1,33.24514875,-83.51278157
2017,1,32.36226426,-89.68868503
2017,1,33.35670612,-83.42834745
2017,1,32.88889244,-87.29371204
2017,2,32.24770781,-89.61036807
2017,1,33.30179916,-83.51528473
2017,2,34.39459289,-87.41789056
2017,1,32.79184129,-87.14434798
2017,2,34.31343424,-87.38162069
2017,1,34.27134997,-87.19212565
2017,2,32.12676483,-89.62696611
2017,1,32.40205005,-89.57317151
2017,1,32.82033263,-86.98987764
2017,2,33.61794027,-89.10127777
2017,1,32.24319915,-89.27871609
2017,2,33.25195654,-83.49960812
2017,2,33.38516762,-83.53256068
2017,1,32.35794383,-89.53775239
2017,2,32.87893581,-87.39211975
2017,1,32.42857804,-89.52757852
2017,1,32.36997106,-89.56904952
2017,1,33.22110851,-83.49214529
2017,2,34.38921814,-87.3865783
2017,1,32.80620725,-87.16798528
2017,1,32.39869205,-89.59609051
2017,1,33.36892352,-83.42137752
2017,1,31.37622644,-91.00905559
2017,1,33.18791405,-83.73059759
2017,1,33.87331696,-88.88489301
2017,1,34.17567822,-87.31618014
2017,2,33.27027649,-83.49377782
2017,1,32.34445806,-89.53078053
2017,1,32.85957626,-87.44195587
2017,1,33.46715682,-89.1254329
2017,1,32.3509839,-89.49560315
2017,2,32.37865327,-89.51542405
2017,2,33.15103298,-83.48011825
2017,1,33.63144989,-83.25536566
2017,2,32.73548897,-87.04048444
2017,1,32.35171706,-89.51581853
2017,2,34.40031296,-87.43044186
2017,1,32.9959347,-87.3195273
2017,1,33.34170493,-83.42664023
2017,1,33.91460785,-88.91818748
2017,2,33.27151144,-83.49300315
2017,2,32.90483767,-87.40052101
2017,1,32.42851404,-89.57829551
2017,1,33.08677176,-83.52381017
2017,1,32.1494331,-89.60036652
2017,1,34.29791376,-87.44228674
2017,1,30.9779738,-88.7598719
2017,1,33.31633366,-83.52970861
2017,1,31.30451583,-91.2992667
2017,1,33.35672754,-83.42756658
2017,1,33.62715347,-89.10432704
2017,1,34.32679834,-87.24764026
2017,2,33.27559751,-83.48310041
2017,1,32.77012326,-87.08725113
2017,1,32.34343921,-89.43213099
2017,1,32.07555638,-89.11046748
2017,1,33.216985,-83.44674702
2017,2,32.81531476,-87.33058343
2017,1,32.39184505,-89.46281254
2017,1,32.35155606,-89.52838753
2017,1,34.39744891,-87.30556758
2017,1,32.40212405,-89.58360751
2017,1,32.96629283,-87.31818916
2017,1,33.30951057,-83.54205126
2017,1,32.23705808,-89.57441052
2017,1,31.41222326,-90.96100747
2017,2,33.28232474,-83.51549663
2017,2,33.18514882,-83.53014388
2017,1,33.31664593,-83.52966687
2017,1,32.82747,-87.49954379
2017,1,32.07519089,-89.11159194
2017,2,33.37661031,-83.46119278
2017,1,34.16608693,-87.24311949
2017,1,34.24799505,-87.27885353
2017,2,34.41159676,-87.5145189
2017,1,31.20049958,-91.08173891
2017,1,32.33793506,-89.56064152
2017,1,32.86806598,-87.33669673
2017,1,33.3603097,-83.5090026
2017,1,33.92342007,-88.90778801
2017,1,31.41054717,-90.97598313
2017,1,33.15984314,-83.69739996
2017,1,33.21703013,-83.44874848
2017,2,32.25650035,-89.56928049
2017,2,33.27099536,-83.49326074
2017,2,32.93517916,-87.45366582
2017,1,32.1094791,-89.36073759
2017,1,32.37901706,-89.66786849
2017,1,32.55674766,-89.58882224
2017,1,33.1641516,-83.50308874
2017,2,34.24703209,-87.30413674
2017,1,32.82286714,-87.16754836
2017,2,34.37323618,-87.49172305
2017,1,34.32338926,-87.16088692
2017,1,32.31895667,-89.39487631
2017,1,32.75069132,-87.01404484
2017,1,33.91466885,-88.88546973
2017,1,32.26711025,-89.55518791
2017,1,33.14711882,-83.46855108
2017,1,33.30771781,-83.53643315
2017,1,32.26256731,-89.3955323
2017,2,32.86588935,-87.30387944
2017,1,32.43506604,-89.52523452
2017,1,32.35452806,-89.56731652
2017,1,33.21005731,-83.75439609
2017,2,34.37333543,-87.48305455
2017,1,32.40151105,-89.59625451
2017,1,32.7516895,-87.0159935
2017,1,33.29975172,-83.74050062
2017,1,31.57324925,-90.90972572
2017,1,33.3601388,-83.42734971
2017,2,33.45063859,-89.08976198
2017,1,34.17424001,-87.2653595
2017,1,33.32655912,-83.52155565
2017,1,32.80578156,-87.14279991
2017,1,33.98039908,-88.96202265
2017,1,32.34747203,-89.40246157
2017,1,32.26139667,-89.49415384
2017,1,33.20087084,-83.40280118
2017,2,33.34763466,-83.46533812
2017,1,32.88763534,-87.29403596
2017,1,32.33945306,-89.46195555
2017,1,34.32484587,-87.25046864
2017,1,32.38226405,-89.57856351
2017,2,32.72148845,-86.94065197
2017,2,33.27797859,-83.4814478
2017,1,33.90512751,-88.946372
2017,1,32.13563111,-89.57039153
2017,1,31.14823492,-91.23351599
2017,2,33.35681346,-83.54203291
2017,1,33.17435641,-83.73466463
2017,2,32.79844388,-86.97742127
2017,2,32.26095239,-89.58235583
2017,2,33.225814,-83.47202605
2017,2,33.3181273,-83.54259498
2017,1,32.1349911,-89.57404953
2017,1,34.39144583,-87.36765219
2017,1,32.9198201,-87.43606682
2017,2,34.28730496,-87.24324164
2017,1,32.38744605,-89.65558449
2017,1,34.28632381,-87.35771773
2017,1,32.5876558,-89.43580892
2017,1,32.84245547,-87.37020818
2017,1,33.91514859,-88.86055714
2017,1,32.06593412,-89.65360351
2017,1,32.1186711,-89.35417159
2017,1,32.26409145,-89.50321786
2017,1,33.20885177,-83.75115249
2017,1,33.05936512,-83.68086036
2017,1,32.37273679,-89.63596706
2017,1,33.36837683,-83.42123619
2017,1,32.91811035,-87.40479664
2017,1,32.40974205,-89.52627052
2017,1,32.1416741,-89.58646452
2017,1,31.25029684,-90.74958706
2017,1,33.16589047,-83.44616088
2017,2,33.12025606,-83.56156455
2017,1,33.37599741,-83.51990617
2017,1,32.7527338,-87.01494336
2017,1,32.26495875,-89.49254323
2017,2,33.31910235,-83.49068989
2017,2,33.19412075,-83.48166057
2017,1,34.29902395,-87.43553647
2017,1,32.81507142,-86.99985665
2017,1,34.29825112,-87.11205438
2017,1,33.5220944,-85.8388511
2017,1,32.45462805,-90.40412523
2017,1,32.34540606,-89.55633552
2017,1,32.76244459,-86.94434889
2017,1,32.19005908,-89.25746961
2017,1,32.53519781,-89.64932665
2017,2,33.37519977,-83.45951193
2017,2,33.15508257,-83.48887072
2017,1,32.26161148,-89.35867732
2017,1,33.35020468,-83.46961143
2017,2,32.87964554,-87.41081043
2017,1,32.39440105,-89.52277853
2017,1,32.42544805,-89.6178815
2017,2,32.37116986,-89.52909657
2017,1,33.37514967,-83.41472831
2017,2,34.36253039,-87.18019023
2017,1,32.71813401,-87.14409056
2017,2,34.31598423,-87.3566197
2017,2,33.92193349,-88.95292596
2017,1,33.4512913,-85.83789433
2017,1,32.8744252,-86.98163409
2017,1,32.15774909,-89.26426461
2017,1,32.2608974,-89.43885484
2017,2,33.37505828,-83.52463416
2017,1,33.74529617,-83.27261258
2017,2,32.36975279,-89.40745565
2017,2,32.88252453,-87.41188331
2017,2,33.19434634,-83.4983753
2017,2,34.28811149,-87.21408065
2017,2,33.01746401,-87.34798303
2017,1,33.18524581,-83.56159042
2017,1,31.25194167,-90.73033279
2017,1,33.36327308,-83.4423351
2017,2,34.39441584,-87.49366099
2017,1,33.34275005,-83.4925062
2017,1,32.89081583,-87.36420499
2017,1,33.93126575,-88.93908151
2017,1,32.34200365,-89.43137256
2017,1,32.25494604,-89.56441351
2017,1,33.33820855,-83.47733236
2017,1,33.34462203,-83.43878866
2017,1,32.88723024,-87.45717202
2017,1,32.33754006,-89.45047455
2017,1,32.41211704,-89.46644654
2017,1,34.17891408,-87.32955759
2017,1,32.38036605,-89.56996152
2017,1,32.87711887,-87.42590711
2017,1,33.40103422,-83.38583879
2017,1,32.08260412,-89.60268452
2017,1,31.16983789,-91.26083529
2017,1,33.40761775,-83.38846948
2017,1,33.34834389,-83.43330054
2017,1,33.33681432,-83.52520011
2017,1,32.89541705,-87.43800483
2017,1,32.34799606,-89.51422853
2017,2,32.25112656,-89.58377576
2017,2,33.14524807,-83.56896164
2017,1,33.38158676,-83.42019793
2017,2,33.37584169,-86.01870383
2017,1,32.86859231,-87.37105386
2017,1,33.41545441,-85.94836747
2017,1,32.41776805,-89.65863649
2017,1,33.88012003,-85.62264979
2017,1,33.04426659,-89.11368972
2017,2,32.82267332,-87.456101
2017,1,33.940392,-88.93494541
2017,1,32.37245459,-89.63267839
2017,1,33.77878571,-83.27788781
2017,1,33.32640058,-83.50019909
2017,2,32.26620322,-89.61793546
2017,2,33.27673263,-83.48234881
2017,1,32.80354872,-87.2097763
2017,1,32.40266205,-89.59594551
2017,1,33.31118391,-83.53790026
2017,2,34.36412653,-87.39019617
2017,1,33.01319078,-87.31240417
2017,1,33.22582198,-83.46984397
2017,2,33.27016639,-83.49257669
2017,2,33.61873865,-89.10173801
2017,2,34.40745905,-87.53574574
2017,1,32.37756105,-89.53847552
2017,1,33.0136589,-87.4326677
2017,1,33.86026667,-88.89279028
2017,1,32.25887278,-89.39770388
2017,2,33.19523601,-83.46651391
2017,1,32.54327329,-89.68643362
2017,2,32.8649157,-87.30415119
2017,1,32.41249904,-89.47462354
2017,1,32.39810805,-89.53855352
2017,1,33.16514551,-83.44613814
2017,1,34.17843988,-87.26269162
2017,1,32.42161305,-89.58753851
2017,1,32.8978896,-87.43046066
2017,1,33.32583864,-83.52105075
2017,1,32.16207209,-89.42965456
2017,1,31.14711788,-91.28386876
2017,1,33.75983491,-83.26613071
2017,1,33.21564652,-83.45207935
2017,1,33.24022739,-83.6931147
2017,2,34.2901545,-87.18257485
2017,1,32.87723449,-87.42103804
2017,1,32.45199804,-89.6166575
2017,1,33.91396562,-88.8838359
2017,1,34.28651736,-87.45394728
2017,1,32.75827297,-89.6509815
2017,1,32.75618697,-87.08248078
2017,1,33.90813512,-88.9098966
2017,1,32.3817969,-89.55677498
2017,2,33.26042708,-83.52284073
2017,1,33.61452094,-83.2774944
2017,1,32.12549775,-89.5692186
2017,2,32.93675104,-87.34012314
2017,1,32.37622205,-89.54129352
2017,1,31.72944484,-90.68381101
2017,1,33.04471557,-83.71314245
2017,1,32.08321112,-89.61204452
2017,1,34.36246488,-87.34816955
2017,1,32.87324295,-87.15413189
2017,1,33.32620931,-83.50205503
2017,1,31.24751287,-90.78523392
2017,1,33.29670269,-83.46253589
2017,2,33.38720959,-83.54079005
2017,1,33.38421239,-85.91737023
2017,1,33.34225329,-83.4928321
2017,1,32.92111103,-87.49176775
2017,2,33.4520598,-89.09449396
2017,1,32.09933297,-89.51994493
2017,1,31.36953101,-90.84617338
2017,1,33.21918857,-83.55158603
2017,2,34.39337869,-87.41779746
2017,1,34.17529006,-87.23077026
2017,2,32.9268792,-87.47487282
2017,2,34.31103449,-87.28479407
2017,1,33.91937201,-88.85886838
2017,1,34.25375239,-87.30514935
2017,1,32.36521506,-89.56875552
2017,1,33.03845096,-87.47062165
2017,1,33.16573723,-83.75275191
2017,1,33.92218657,-88.85911489
2017,1,32.12190911,-89.59709152
2017,2,31.23804052,-91.21144275
2017,1,33.05308696,-83.71418122
2017,1,33.38982664,-83.40160861
2017,1,32.12001463,-89.57528872
2017,2,33.2694952,-83.49442889
2017,1,32.99600695,-87.38097454
2017,1,32.12952073,-89.58564369
2017,1,32.7689303,-87.08721645
2017,1,34.21846848,-87.19132254
2017,1,33.85890175,-88.89516136
2017,1,32.52176203,-89.65124849
2017,1,34.35526042,-87.37571696
2017,1,32.18119916,-89.2095155
2017,1,32.38689205,-89.56059052
2017,1,32.9142136,-86.98055371
2017,2,32.24735277,-89.55066926
2017,2,33.18920199,-83.49241434
2017,1,33.30785592,-83.48838093
2017,2,32.36274754,-89.51670832
2017,1,33.31661628,-83.52901627
2017,2,32.89988099,-87.38018105
2017,1,32.42556005,-89.6064955
2017,2,33.61865718,-83.2134845
2017,2,34.39032631,-87.38002571
2017,1,32.90982584,-87.3374504
2017,1,33.35971115,-83.42751572
2017,1,31.1020723,-90.77210284
2017,2,33.27161098,-83.4908825
2017,1,33.45051565,-89.12006222
2017,1,34.3358853,-87.52467824
2017,1,33.16609036,-83.75211008
2017,1,32.79086847,-87.1412391
2017,2,32.371701,-89.57868469
2017,1,33.37964468,-83.40632343
2017,1,33.27875509,-83.54394768
2017,2,33.00438875,-87.36579296
2017,1,32.39924004,-89.46066054
2017,1,32.35387006,-89.52934153
2017,2,33.26297828,-83.53430826
2017,1,32.1853021,-89.61049651
2017,2,34.19788261,-87.261817
2017,1,32.89512327,-87.36148334
2017,2,33.27177544,-83.49237239
2017,1,33.44741203,-89.11300427
2017,1,31.43241541,-90.96145625
2017,2,33.19201007,-83.57581476
2017,2,33.22431755,-83.47249195
2017,1,33.37561508,-83.51923273
2017,1,33.04350669,-87.32570092
2017,2,33.44713842,-89.09793622
2017,1,32.5221963,-89.59088672
2017,1,33.16061759,-83.55400859
2017,1,33.76968194,-83.2779867
2017,2,34.21413019,-87.25594887
2017,2,34.40633788,-87.51521049
2017,1,34.36159617,-87.50857178
2017,1,34.35463158,-87.4818145
2017,1,32.33610006,-89.55948052
2017,1,32.8634242,-87.0559843
2017,1,33.18564822,-83.56036248
2017,1,33.97992039,-88.95822568
2017,1,32.22526009,-89.59282252
2017,1,31.5954959,-90.68981566
2017,2,33.17065208,-83.54884363
2017,2,33.19688016,-83.46547598
2017,1,32.26460308,-89.47600738
2017,1,33.20593459,-83.5831904
2017,2,32.89635828,-87.42965719
2017,1,32.09486896,-89.2574634
2017,1,33.37948925,-83.40392804
2017,2,34.30831861,-87.18614946
2017,1,32.87271992,-87.24308705
2017,1,34.33775174,-87.52328966
2017,1,33.34896183,-83.47023744
2017,1,32.87578219,-87.43755904
2017,1,34.00653053,-88.9457167
2017,2,32.38217997,-89.51575728
2017,2,33.09316357,-83.54790526
2017,2,33.11922004,-83.67253446
2017,2,34.30783097,-87.23040292
2017,1,33.45270741,-85.89439096
2017,1,34.13679482,-87.28464713
2017,1,33.93715315,-88.92947406
2017,2,34.2611021,-87.43909065
2017,1.255597417,33.07967762,-86.96641384
2017,1.25560321,33.07985544,-86.96598814
2017,1.255609002,33.08003325,-86.96556244
2017,1.255614795,33.08021106,-86.96513674
2017,1.255620588,33.08038888,-86.96471103
2017,1.255626381,33.08056669,-86.96428533
2017,1.255632173,33.0807445,-86.96385963
2017,1.255637966,33.08092232,-86.96343393
2017,1.255643759,33.08110013,-86.96300823
2017,1.255649552,33.08127794,-86.96258253
2017,1.255655345,33.08145576,-86.96215682
2017,1.255661137,33.08163357,-86.96173112
2017,1.25566693,33.08181139,-86.96130542
2017,1.255672723,33.0819892,-86.96087972
2017,1.255678516,33.08216701,-86.96045402
2017,1.255684309,33.08234483,-86.96002832
2017,1.255690101,33.08252264,-86.95960262
2017,1.255695894,33.08270045,-86.95917691
2017,1.255701687,33.08287827,-86.95875121
2017,1.25570748,33.08305608,-86.95832551
2017,1.255713272,33.08323389,-86.95789981
2017,1.255719065,33.08341171,-86.95747411
2017,1.255724858,33.08358952,-86.95704841
2017,1.255730651,33.08376734,-86.9566227
2017,1.255736444,33.08394515,-86.956197
2017,1.255742236,33.08412296,-86.9557713
2017,1.255748029,33.08430078,-86.9553456
2017,1.255753822,33.08447859,-86.9549199
2017,1.255759615,33.0846564,-86.9544942
2017,1.255765408,33.08483422,-86.9540685
2017,1.2557712,33.08501203,-86.95364279
2017,1.255776993,33.08518984,-86.95321709
2017,1.255782786,33.08536766,-86.95279139
2017,1.255788579,33.08554547,-86.95236569
2017,1.255794371,33.08572329,-86.95193999
2017,1.255800164,33.0859011,-86.95151429
2017,1.255805957,33.08607891,-86.95108858
2017,1.25581175,33.08625673,-86.95066288
2017,1.255817543,33.08643454,-86.95023718
2017,1.255823335,33.08661235,-86.94981148
2017,1.255829128,33.08679017,-86.94938578
2017,1.255834921,33.08696798,-86.94896008
2017,1.255840714,33.08714579,-86.94853438
2017,1.255846506,33.08732361,-86.94810867
2017,1.255852299,33.08750142,-86.94768297
2017,1.255858092,33.08767924,-86.94725727
2017,1.255863885,33.08785705,-86.94683157
2017,1.255869678,33.08803486,-86.94640587
2017,1.25587547,33.08821268,-86.94598017
2017,1.255881263,33.08839049,-86.94555446
2017,1.255887056,33.0885683,-86.94512876
2017,1.255892849,33.08874612,-86.94470306
2017,1.255898642,33.08892393,-86.94427736
2017,1.255904434,33.08910174,-86.94385166
2017,1.255910227,33.08927956,-86.94342596
2017,1.25591602,33.08945737,-86.94300026
2017,1.255921813,33.08963519,-86.94257455
2017,1.255927605,33.089813,-86.94214885
2017,1.255933398,33.08999081,-86.94172315
2017,1.255939191,33.09016863,-86.94129745
2017,1.255944984,33.09034644,-86.94087175
