,Year,Acres,Latitude,Longitude,JANMAXTEMP,FEBMAXTEMP,MARMAXTEMP,JANMINTEMP,FEBMINTEMP,MARMINTEMP
48,2016,0.19,32.90684586,-87.328912,11.16602898,20.05586052,19.8527565,-1.330704927,8.729342461,6.437741756
49,2016,0.05,32.89431485,-87.13714706,11.59565258,20.38420105,20.19841766,-1.209064603,8.961833,6.643186092
50,2016,0.12,32.86137586,-87.31555801,11.08187771,19.99914932,19.76988602,-1.430753112,8.608638763,6.342130184
51,2016,0.06,32.87194786,-87.19052004,11.57539749,20.3571434,20.19343567,-1.221690416,8.935418129,6.64125967
52,2016,0.06,32.88916786,-87.23809303,11.24500942,20.15224648,19.92711639,-1.346217394,8.68239975,6.430082321
53,2016,0.19,32.91628984,-87.05895908,11.05551052,19.9871521,19.74958992,-1.506311536,8.53854847,6.251752853
54,2016,0.12,32.84943587,-87.31736501,10.97842216,19.93953323,19.69635773,-1.454078794,8.567885399,6.311772346
55,2016,0.12,32.86471286,-87.10539707,11.20833683,20.11671638,19.86660194,-1.419770479,8.643059731,6.321013451
56,2016,0.06,32.85919086,-87.15031706,11.19637394,20.12733459,19.88039589,-1.422199607,8.648797989,6.367576122
57,2016,0.06,32.93522585,-87.334838,10.85498047,19.86959839,19.62236023,-1.44851017,8.527469635,6.258352757
58,2016,0.19,32.85369086,-87.12201506,10.98869896,19.92021942,19.63083649,-1.570042133,8.477225304,6.170304775
59,2016,0.25,32.98846084,-87.39706498,10.93752575,19.87828064,19.72024345,-1.378606081,8.646643639,6.381799221
60,2016,0.19,32.90617586,-87.38236499,10.81618977,19.85785103,19.59885979,-1.507030725,8.480561256,6.247116089
61,2016,0.06,32.89182586,-87.29556301,11.2271204,20.12086296,19.88035393,-1.368922114,8.712542534,6.438396454
62,2016,0.12,32.85979586,-87.29908202,11.13650799,20.03825569,19.81287003,-1.431083918,8.629723549,6.377224445
63,2016,0.1,32.86797085,-87.06937808,10.80112648,19.75290489,19.50550652,-1.62092793,8.307952881,6.050516605
64,2016,0.08,32.86448786,-87.10541207,11.20833683,20.11671638,19.86660194,-1.419770479,8.643059731,6.321013451
65,2016,0.19,32.84899487,-87.31783301,10.97842216,19.93953323,19.69635773,-1.454078794,8.567885399,6.311772346
66,2016,0.12,32.85053287,-87.31676301,10.97842216,19.93953323,19.69635773,-1.454078794,8.567885399,6.311772346
67,2016,0.1,32.85904486,-87.28716802,11.13143158,20.05542374,19.81454849,-1.418627143,8.622205734,6.348507404
68,2016,0.04,32.85719086,-87.28320802,11.13143158,20.05542374,19.81454849,-1.418627143,8.622205734,6.348507404
69,2016,0.08,32.85714286,-87.05347808,10.97305393,19.91622162,19.63115501,-1.577784419,8.450092316,6.166854382
70,2016,0.19,32.85036986,-87.12109007,10.98869896,19.92021942,19.63083649,-1.570042133,8.477225304,6.170304775
71,2016,0.12,32.96734784,-87.334568,10.80776405,19.83921814,19.57353592,-1.458182812,8.516483307,6.248661041
72,2016,0.08,32.87685085,-87.12172206,11.36421871,20.30474854,20.09298325,-1.297602057,8.819023132,6.50159359
73,2016,0.06,32.91849285,-87.40406798,10.80343151,19.88877296,19.59143829,-1.51787591,8.48487854,6.260444164
74,2016,0.1,32.92265485,-87.25850202,11.37008762,20.24295998,20.07402039,-1.24810195,8.874158859,6.553492069
75,2016,0.1,32.90847486,-87.36612999,10.83923531,19.87384605,19.62014771,-1.521182656,8.485329628,6.247601509
76,2016,0.19,32.88157986,-87.38003499,10.61439896,19.79497337,19.43228531,-1.544610977,8.3934021,6.170004368
77,2016,0.08,32.83497987,-87.23279803,11.63706684,20.375,20.2121563,-1.198167682,8.947694778,6.686449051
78,2016,0.38,32.84994087,-87.30509801,11.08187771,19.99914932,19.76988602,-1.430753112,8.608638763,6.342130184
79,2016,0.05,32.85562986,-87.05432808,10.97305393,19.91622162,19.63115501,-1.577784419,8.450092316,6.166854382
80,2016,0.05,33.01514883,-87.28503801,10.79113197,19.80981255,19.54520416,-1.370158315,8.520843506,6.216528893
81,2016,0.1,32.86124086,-87.31644501,10.97842216,19.93953323,19.69635773,-1.454078794,8.567885399,6.311772346
82,2016,0.1,32.85139487,-87.31588801,11.08187771,19.99914932,19.76988602,-1.430753112,8.608638763,6.342130184
83,2016,0.06,32.85742086,-87.17323305,11.1949749,20.10181999,19.88631439,-1.426817656,8.670824051,6.358445168
84,2016,0.05,33.79721361,-85.80554539,9.715213776,18.74124336,17.77819824,-3.167144537,7.419225216,4.539478302
85,2016,0.05,33.90332358,-85.57943545,9.081927299,18.06086349,17.13676071,-3.535820484,6.959526539,3.910765171
86,2016,0.05,34.2522135,-85.53304544,8.978055,18.0225029,16.94531631,-3.543951511,6.869704723,4.262942314
87,2016,0.12,32.72235988,-86.92456213,11.16388893,20.14260674,19.85540771,-1.67314291,8.457425117,6.229199409
88,2016,0.08,32.69069989,-86.99786811,11.41558266,20.29631805,20.04125023,-1.500093937,8.699102402,6.349626064
89,2016,0.25,32.71280288,-86.99206211,11.26016998,20.21183586,19.95300674,-1.570335388,8.607292175,6.297243595
90,2016,0.05,32.80201987,-87.0056471,11.2987709,20.21776962,19.95343781,-1.46577692,8.621045113,6.348765373
91,2016,0.19,32.71552288,-86.99105511,11.26016998,20.21183586,19.95300674,-1.570335388,8.607292175,6.297243595
92,2016,0.12,32.75791487,-86.92291013,11.20041561,20.12168312,19.85298538,-1.641424298,8.499049187,6.21950388
93,2016,0.1,32.76684087,-86.93685812,11.11019325,20.07926178,19.82395935,-1.647372484,8.464268684,6.153956413
94,2016,0.06,32.67619589,-86.99683711,11.3077383,20.24334908,19.912117,-1.635009766,8.544434547,6.282432079
95,2016,0.06,32.79976986,-86.95674311,10.91248226,19.91249275,19.62890625,-1.717754602,8.247760773,6.053628922
96,2016,0.1,32.72053788,-86.92693713,11.1888752,20.17526436,19.87842369,-1.690936923,8.434960365,6.231907845
97,2016,0.12,32.76307087,-86.92860812,11.20041561,20.12168312,19.85298538,-1.641424298,8.499049187,6.21950388
98,2016,0.12,32.79129287,-87.0065731,11.07392788,20.0020752,19.75836754,-1.632362604,8.400134087,6.196649551
99,2016,0.06,32.79957587,-86.9889011,11.17092991,20.13710403,19.89714241,-1.536096096,8.532838821,6.27167511
100,2016,0.12,32.16784804,-88.14218782,11.59048748,21.04411697,21.02767563,-1.428994298,9.075451851,7.014007092
101,2016,0.08,31.73729814,-88.17602283,12.13632107,21.74363327,21.61267853,-0.944677532,9.710367203,7.360603809
102,2016,0.08,31.77251513,-88.23457981,12.20791435,21.80141258,21.71025658,-0.888164639,9.720241547,7.503616333
103,2016,0.05,31.77408813,-88.19859782,12.11198711,21.70767021,21.5760231,-0.965619862,9.662140846,7.368551731
104,2016,0.05,32.27116702,-88.1919408,11.51323032,20.92765045,20.94814682,-1.521587849,8.903833389,6.964351177
105,2016,0.1,32.09075806,-88.17852781,11.7867384,21.20667076,21.138237,-1.32265079,9.121366501,7.035725594
106,2016,0.08,31.98627508,-88.19978281,11.77577591,21.30026245,21.18328857,-1.256482124,9.267285347,7.035939693
107,2016,0.25,32.01038008,-88.20451481,11.69758701,21.18304443,21.10456467,-1.374949574,9.153913498,6.911185265
108,2016,0.2,31.8931011,-88.18224982,11.91317558,21.5899334,21.44621086,-1.070014715,9.482896805,7.333114624
109,2016,0.38,32.11259305,-88.14223982,11.74978352,21.19465828,21.15046883,-1.284094691,9.182676315,7.176819801
110,2016,0.25,32.11769506,-88.27018278,11.67366886,21.09171867,21.07157707,-1.399013638,9.139978409,7.046768188
111,2016,0.25,32.17858104,-88.12855582,11.55737686,21.02828026,21.00506973,-1.433558583,9.042378426,7.013158321
112,2016,0.18,32.03816007,-88.19399481,11.83508205,21.28712654,21.26779938,-1.210009575,9.294890404,7.179196358
113,2016,0.19,31.75057313,-88.16028783,12.24708271,21.81923294,21.67309189,-0.811834276,9.817826271,7.567780972
114,2016,0.19,32.15495105,-88.1859628,11.61742878,21.04341888,21.03987885,-1.42917335,9.070899963,7.013206482
115,2016,0.19,32.03767007,-88.19397981,11.83508205,21.28712654,21.26779938,-1.210009575,9.294890404,7.179196358
116,2016,0.25,31.99893508,-88.2093228,11.75241947,21.26665115,21.15564537,-1.284593582,9.232291222,7.001999855
117,2016,0.08,31.9098831,-88.14419483,11.89076424,21.4892025,21.31405258,-1.113991141,9.433976173,7.220536709
118,2016,0.12,31.88417111,-88.22095081,12.02254581,21.62557411,21.51372147,-1.006831169,9.571978569,7.376643181
119,2016,0.04,31.78115613,-88.18348582,12.23070717,21.79953766,21.68806076,-0.784582794,9.826205254,7.60251379
120,2016,0.19,32.09517306,-88.1944758,11.74310112,21.17471123,21.09395218,-1.330668569,9.147817612,7.064276218
121,2016,0.12,31.78631513,-88.22713081,12.22115135,21.78717041,21.65985298,-0.902756095,9.735988617,7.504820824
122,2016,0.25,32.03250107,-88.24253579,11.70698738,21.18387222,21.12244225,-1.345617533,9.201557159,6.972221851
123,2016,0.19,31.75575013,-88.21258782,12.06690216,21.67582893,21.49614906,-1.064801216,9.578017235,7.23045969
124,2016,0.3,31.70800614,-88.13327984,12.26776314,21.84378052,21.68268013,-0.804361522,9.845914841,7.548840523
125,2016,0.25,31.73712613,-88.15596083,12.24708271,21.81923294,21.67309189,-0.811834276,9.817826271,7.567780972
126,2016,0.1,32.25651002,-88.09805082,11.4393568,20.86764336,20.85171318,-1.57883966,8.920215607,6.884325027
127,2016,0.19,32.29488602,-88.1676898,11.51689148,20.91175652,20.94428253,-1.545725584,8.890945435,6.995387077
128,2016,0.05,31.77802213,-88.2775508,12.10789299,21.7236805,21.61553955,-0.985266745,9.627034187,7.334298611
129,2016,0.05,32.08986806,-88.12909282,11.77513027,21.24971962,21.22400665,-1.137139082,9.298713684,7.255074501
130,2016,0.08,31.87527011,-88.15860482,12.07898808,21.68519783,21.49936485,-0.970244408,9.649338722,7.440125942
131,2016,0.25,31.96410609,-88.19750481,11.81721115,21.36268806,21.26846313,-1.197626352,9.313441277,7.106430531
132,2016,0.12,32.02307808,-88.2075778,11.72139931,21.21842957,21.16264153,-1.318083167,9.194964409,6.978236198
133,2016,0.15,31.8905911,-88.21978481,12.02254581,21.62557411,21.51372147,-1.006831169,9.571978569,7.376643181
134,2016,0.04,32.29974501,-88.13921781,11.44672108,20.79431534,20.80066681,-1.625018477,8.826861382,6.879136086
135,2016,0.09,31.77556113,-88.22285781,12.13363457,21.74858665,21.59848785,-0.992177546,9.645838737,7.333210945
136,2016,0.1,32.24243603,-88.15027581,11.55927944,20.97185135,20.98287201,-1.472234368,8.9258461,7.007116318
137,2016,0.1,32.23436103,-88.14750981,11.55927944,20.97185135,20.98287201,-1.472234368,8.9258461,7.007116318
138,2016,0.15,31.75749013,-88.19903082,12.12179947,21.71177292,21.58254433,-0.97972554,9.668076515,7.315303326
139,2016,0.08,31.9509881,-88.35642577,11.8862648,21.40121269,21.34484482,-1.3025316,9.315849304,7.100404263
140,2016,0.08,32.05505007,-88.28873578,11.74224567,21.21195602,21.17741966,-1.417060494,9.18439579,7.015180111
141,2016,0.25,31.9221961,-88.17190482,11.89339256,21.48477364,21.33581734,-1.12219584,9.431870461,7.213018417
142,2016,0.25,31.72388314,-88.12885884,12.28641701,21.83859062,21.70094681,-0.737188995,9.858782768,7.618103027
143,2016,0.12,32.18267004,-88.14851481,11.62166405,21.07354927,21.04347038,-1.398847699,9.045277596,7.084490299
144,2016,0.25,31.97851309,-88.34855577,11.88239288,21.39712143,21.37031746,-1.27333045,9.322216988,7.18262291
145,2016,0.12,31.9148161,-88.32470478,12.0041008,21.52358627,21.50213623,-1.133202791,9.450777054,7.246451378
146,2016,0.06,32.04516607,-88.29372578,11.64874744,21.12072754,21.06677246,-1.501770139,9.088850975,6.817274094
147,2016,0.25,32.20237003,-88.09426483,11.62518024,21.06707573,21.06656837,-1.32785368,9.106444359,7.140843391
148,2016,0.1,32.24306902,-88.07550483,11.49200249,20.89738083,20.84418488,-1.497724891,8.94992733,6.925738335
149,2016,0.08,31.94530009,-88.25820579,11.91955566,21.48303795,21.37567902,-1.126283526,9.408921242,7.207367897
150,2016,0.04,31.9389331,-88.38232976,11.91597843,21.42751503,21.4086132,-1.24955976,9.378642082,7.126252174
151,2016,0.1,32.03381607,-88.2124878,11.78815746,21.27687836,21.24210167,-1.254975677,9.264716148,7.110482693
152,2016,0.04,32.06743306,-88.18252081,11.82349396,21.25388336,21.19370842,-1.256487608,9.229641914,7.164107323
153,2016,0.12,31.9064481,-88.19360581,11.90712547,21.52647591,21.39464951,-1.117346525,9.436982155,7.249094486
154,2016,0.08,31.85492011,-88.2504578,12.11290359,21.71519279,21.65887451,-0.897546113,9.691098213,7.523777008
155,2016,0.1,32.17316304,-88.08546083,11.67947292,21.1396122,21.10402489,-1.316101074,9.127155304,7.167837143
156,2016,0.5,32.10352606,-88.22834579,11.71272278,21.13950157,21.11397552,-1.355491161,9.143595695,7.064791679
157,2016,0.18,31.9059381,-88.20427781,11.8927536,21.46247101,21.33238983,-1.172921658,9.397836685,7.14218998
158,2016,0.19,31.71789014,-88.12131984,12.18507576,21.80303192,21.62962914,-0.85527122,9.778317451,7.419251919
159,2016,0.11,32.27038602,-88.15098481,11.47206688,20.86482239,20.8921566,-1.580545545,8.839630127,6.887774944
160,2016,0.05,32.23515802,-88.03499784,11.51069641,20.91547394,20.86968994,-1.470481992,8.977315903,6.965127468
161,2016,0.1,31.9031511,-88.13515283,11.91350174,21.53864861,21.38363266,-1.049224496,9.461399078,7.265137672
162,2016,0.15,32.19248004,-88.1985958,11.65231323,21.08857155,21.08102036,-1.320705533,9.073266983,7.103176117
163,2016,0.12,32.16204604,-88.14981581,11.5890007,21.03295135,21.03753471,-1.435539246,9.058710098,7.001802444
164,2016,0.05,31.84262311,-88.20263281,12.11282539,21.74974823,21.62875366,-0.928663552,9.724292755,7.50669241
165,2016,0.08,32.29326801,-88.10106782,11.4417429,20.77673531,20.83685875,-1.589701295,8.8695364,6.906177521
166,2016,0.12,32.10782006,-88.26164478,11.73082924,21.15062141,21.14217377,-1.352502942,9.179462433,7.081449986
167,2016,0.25,31.75767513,-88.16188583,12.13988304,21.76683617,21.63514519,-0.908409595,9.749083519,7.441151142
168,2016,0.02,31.96494209,-88.19658881,11.81721115,21.36268806,21.26846313,-1.197626352,9.313441277,7.106430531
169,2016,0.12,32.15693005,-88.16929481,11.6425209,21.09491539,21.07632256,-1.393434525,9.071852684,7.016129017
170,2016,0.1,31.9100781,-88.2458578,11.94115448,21.48070717,21.38545227,-1.139490366,9.419896126,7.172742367
171,2016,0.12,32.09826606,-88.2136608,11.79142857,21.22671127,21.16048813,-1.294121981,9.156291008,7.069236279
172,2016,0.06,31.85495311,-88.18110582,12.08605957,21.66488457,21.53299522,-0.966989577,9.677164078,7.430552006
173,2016,0.08,31.88867011,-88.33748978,12.05099487,21.57978249,21.54599953,-1.075060129,9.515213013,7.32718277
174,2016,0.75,31.92179808,-87.69812495,11.85530567,21.30589485,20.87862206,-1.172111869,9.41274929,6.857021332
175,2016,0.19,31.94462608,-87.85249191,11.7693224,21.283741,20.98805809,-1.182871938,9.373198509,6.922495842
176,2016,0.15,31.94225108,-87.85672791,11.7693224,21.283741,20.98805809,-1.182871938,9.373198509,6.922495842
177,2016,0.1,31.96968507,-87.78924192,11.74680614,21.19365311,20.87868881,-1.245736003,9.310352325,6.824098587
178,2016,0.12,31.85102911,-88.05545385,11.83414078,21.41644096,21.18171692,-1.171302795,9.37165451,7.012148857
179,2016,0.15,31.89174509,-87.70134995,11.71014118,21.20188904,20.74277306,-1.264268994,9.328477859,6.656004906
180,2016,0.08,31.92837609,-87.97767787,11.9048748,21.4330883,21.2592144,-1.079145312,9.512016296,7.189555168
181,2016,0.08,31.94091609,-87.99324187,11.98111248,21.51492882,21.37108231,-0.967628181,9.639552116,7.384463787
182,2016,0.1,31.71416014,-88.07012186,12.2509613,21.87042809,21.68389511,-0.747882187,9.924809456,7.542015553
183,2016,0.1,31.97691607,-87.84037291,11.80350399,21.25965309,21.03758621,-1.233164668,9.34213829,6.999399662
184,2016,0.12,31.91222009,-87.8729699,11.82787991,21.39823341,21.09954834,-1.115165353,9.430047989,6.989311695
185,2016,0.5,31.88422109,-87.68651496,11.75099564,21.24250793,20.80299377,-1.159731984,9.381905556,6.735288143
186,2016,0.1,31.82596311,-88.05145486,11.97965145,21.57023621,21.29356956,-1.114960194,9.514387131,7.157176495
187,2016,0.19,31.83187411,-88.09691984,12.01731777,21.61864662,21.44977379,-0.95161289,9.661586761,7.350888729
188,2016,0.18,31.90829608,-87.72246294,11.71598339,21.24010849,20.83794975,-1.199673414,9.36049366,6.729449272
189,2016,0.25,31.73702313,-88.03434287,12.14411926,21.73270416,21.48661995,-0.890729308,9.816551208,7.365866661
190,2016,0.38,31.82514611,-88.08300985,12.01551914,21.60784149,21.4335556,-0.954152226,9.658380508,7.336170673
191,2016,0.25,31.8755381,-88.06007285,11.83568287,21.39310837,21.16197586,-1.193320274,9.32243824,6.983827591
192,2016,0.12,31.89494009,-87.92055689,11.87096786,21.41915894,21.18701363,-1.04729569,9.557574272,7.12257719
193,2016,0.08,31.81530111,-88.05210286,12.03991604,21.62284279,21.39885712,-0.997180283,9.616370201,7.293349266
194,2016,0.05,31.98347107,-87.96432287,11.79145908,21.3566494,21.14895439,-1.138109922,9.37801075,7.146774292
195,2016,0.5,31.96920808,-87.8770729,11.86801338,21.33646011,21.14516068,-1.139013767,9.454716682,7.09308815
196,2016,0.19,31.79884112,-88.13061484,12.11645508,21.7121582,21.53033638,-0.937837601,9.738081932,7.465388298
197,2016,0.12,31.91060108,-87.66829796,11.84859371,21.31269264,20.89659882,-1.150176287,9.455973625,6.852695465
198,2016,0.12,31.83949811,-88.03665786,11.93904877,21.54481125,21.27297592,-1.098130703,9.504253387,7.126451969
199,2016,0.09,31.93711508,-87.72129694,11.73287678,21.25284004,20.87096786,-1.231462121,9.355031013,6.784667015
200,2016,0.08,31.81797511,-88.04710286,11.96036434,21.52890968,21.2664566,-1.142349839,9.480820656,7.106279373
201,2016,0.1,31.90057109,-87.91552989,11.87096786,21.41915894,21.18701363,-1.04729569,9.557574272,7.12257719
202,2016,0.15,31.94185507,-87.68010695,11.89260006,21.36065292,20.99133873,-1.057884932,9.583614349,7.028567314
203,2016,0.08,31.96368407,-87.73146294,11.72672272,21.19674873,20.85887718,-1.226307392,9.2943964,6.790612698
204,2016,0.62,31.92506808,-87.84744491,11.74463081,21.25814438,20.92337036,-1.236544013,9.331949234,6.870577335
205,2016,0.19,31.8566481,-88.01470987,12.00011253,21.56977463,21.33836555,-1.000368714,9.607014656,7.227323532
206,2016,0.25,31.78198512,-88.01738287,12.0589695,21.61452866,21.39995575,-0.919537067,9.679815292,7.295079708
207,2016,0.38,31.91656308,-87.72500994,11.69734383,21.16181946,20.70845222,-1.3115412,9.212930679,6.599189281
208,2016,0.25,31.97232308,-87.99955686,11.83261967,21.37893105,21.18097115,-1.092228293,9.406741142,7.162071705
209,2016,0.19,31.83229311,-88.08650185,12.01551914,21.60784149,21.4335556,-0.954152226,9.658380508,7.336170673
210,2016,0.08,31.95510507,-87.67720196,11.90179253,21.40147209,21.07118034,-1.045487761,9.574638367,7.088426113
211,2016,0.15,31.96444808,-88.02032286,11.83612728,21.38709831,21.17671967,-1.136844635,9.38997364,7.15607214
212,2016,0.12,31.98484107,-87.8774219,11.83870983,21.26980972,21.08787727,-1.241442442,9.340547562,7.015734673
213,2016,0.25,31.93386508,-87.74762994,11.62985325,21.12298584,20.69942284,-1.348569393,9.161623001,6.594954967
214,2016,0.15,31.97396008,-88.03714285,11.89277744,21.45237732,21.26406097,-1.062933922,9.449542999,7.242636681
215,2016,0.3,31.90146308,-87.67746496,11.86316204,21.34703064,20.90468407,-1.114780426,9.475403786,6.848752022
216,2016,0.1,31.95832008,-87.89588989,11.87311745,21.41734123,21.18390465,-1.069718003,9.500843048,7.145125866
217,2016,0.5,31.82449512,-88.11915784,12.07658195,21.65585327,21.51221275,-0.947639823,9.719257355,7.409595966
218,2016,0.09,31.90130908,-87.71976695,11.71112156,21.17135429,20.72485542,-1.285799861,9.265206337,6.613397121
219,2016,0.08,31.91122009,-87.97493187,11.93188572,21.47448349,21.26217079,-1.043453097,9.53839016,7.199692726
220,2016,0.08,31.96438307,-87.75709393,11.75918674,21.20401955,20.86634445,-1.22202611,9.313144684,6.823702335
221,2016,0.05,31.83063511,-88.01298287,12.04975224,21.60165215,21.36336708,-0.944021702,9.68184948,7.302819252
222,2016,0.1,31.96357607,-87.70774195,11.82000256,21.25633621,20.90483093,-1.154169679,9.345852852,6.882788658
223,2016,0.08,31.89775308,-87.70150295,11.71014118,21.20188904,20.74277306,-1.264268994,9.328477859,6.656004906
224,2016,0.1,31.95600607,-87.79346992,11.66980171,21.16233063,20.83031082,-1.282475352,9.241695404,6.769615173
225,2016,0.19,31.98598807,-87.74392693,11.7516346,21.19065475,20.86997223,-1.240978718,9.302607536,6.837238312
226,2016,0.12,31.96513607,-87.79636192,11.73754025,21.21437073,20.90836716,-1.237375379,9.304300308,6.851101875
227,2016,0.38,31.83989811,-88.06996685,11.97713757,21.56947136,21.31071091,-1.083649635,9.521330833,7.193206787
228,2016,0.1,31.93183308,-87.73262294,11.68325996,21.16953087,20.73343468,-1.310439587,9.235193253,6.62842989
229,2016,0.38,31.79930312,-88.07683985,12.12966824,21.74198341,21.54911041,-0.894337118,9.777698517,7.490833759
230,2016,0.25,31.94983508,-87.92621189,11.88196945,21.43708611,21.23269272,-1.070021152,9.482852936,7.179341793
231,2016,0.1,31.8244201,-87.61458798,11.91464806,21.46916008,20.92645264,-0.995550632,9.632965088,6.884335518
232,2016,0.31,31.81607111,-88.01840187,12.01005268,21.57679939,21.31225014,-1.006075859,9.620418549,7.222625732
233,2016,0.38,31.95423307,-87.70614695,11.83564281,21.29179955,20.92064857,-1.12701869,9.38068676,6.906291962
234,2016,0.12,31.79479012,-88.11523184,12.15108395,21.76773834,21.6244297,-0.859902382,9.800616264,7.493544579
